rank,id,dataset_index,score_max_abs_err,true,pred,signed_err
28,17448,17448,0.5642440581930259,-72.31079092134144,-71.74654686314841,0.5642440581930259
29,3909,3909,0.5396593836853754,-33.52307817347173,-34.06273755715711,-0.5396593836853754
30,11607,11607,0.5391743642881295,-64.89501189602785,-65.43418626031598,-0.5391743642881295
31,16982,16982,0.5385597474254382,-68.48974595955525,-69.02830570698069,-0.5385597474254382
32,3838,3838,0.5176384083579251,-32.32599591957114,-32.84363432792907,-0.5176384083579251
33,3895,3895,0.49752431671822706,-38.796589024560035,-39.29411334127826,-0.49752431671822706
34,17447,17447,0.481463765421438,-69.89279177994979,-69.41132801452835,0.481463765421438
35,19212,19212,0.47250176521561116,-69.12181080798945,-69.59431257320506,-0.47250176521561116
36,18863,18863,0.46537567024915916,-70.78554528483016,-71.25092095507932,-0.46537567024915916
37,18936,18936,0.46102373792177787,-78.31561214802605,-78.77663588594783,-0.46102373792177787
38,14261,14261,0.4594396119545081,-73.40629559995511,-72.9468559880006,0.4594396119545081
39,6040,6040,0.45203242820741707,-70.56365959267009,-70.11162716446267,0.45203242820741707
40,14389,14389,0.4500132502580527,-71.14549288724959,-71.59550613750764,-0.4500132502580527
41,16986,16986,0.4490231715285091,-62.48171993233208,-62.93074310386059,-0.4490231715285091
42,7653,7653,0.4472514029094654,-63.45893478920544,-63.90618619211491,-0.4472514029094654
43,14267,14267,0.44621643295977265,-78.47650934357284,-78.03029291061307,0.44621643295977265
44,11,11,0.445097727862958,-22.12467104238749,-21.679573314524532,0.445097727862958
45,16979,16979,0.43616856843175356,-54.57891115998848,-55.01507972842023,-0.43616856843175356
46,183,183,0.43595598621323006,-19.498745303683336,-19.934701289896566,-0.43595598621323006
47,8595,8595,0.43274818409850013,-69.38891612804491,-69.82166431214341,-0.43274818409850013
48,8233,8233,0.4302488422427615,-65.55854032530996,-65.1282914830672,0.4302488422427615
49,16990,16990,0.4262164012147309,-62.857425721389475,-63.283642122604206,-0.4262164012147309
50,10294,10294,0.42584738390849,-57.03617868653669,-56.6103313026282,0.42584738390849
51,7,7,0.42554581378453804,-19.519232297021972,-19.94477811080651,-0.42554581378453804
52,3647,3647,0.4217207463575505,-34.15451940031471,-33.73279865395716,0.4217207463575505
53,16981,16981,0.4215021609866767,-68.72009291838981,-69.14159507937649,-0.4215021609866767
54,3906,3906,0.4206161663250896,-38.810408987523715,-39.231025153848805,-0.4206161663250896
55,16976,16976,0.4165531798453941,-62.593749966959095,-63.01030314680449,-0.4165531798453941
56,7865,7865,0.41016397182994524,-65.00206752439775,-64.5919035525678,0.41016397182994524
57,18828,18828,0.40938674016388177,-72.85153934748848,-72.4421526073246,0.40938674016388177
58,6725,6725,0.403508594633081,-60.28750224330008,-60.69101083793316,-0.403508594633081
59,3613,3613,0.40295983588293893,-46.744648323377305,-47.147608159260244,-0.40295983588293893
60,3832,3832,0.4008636763328468,-37.98440912427259,-38.385272800605435,-0.4008636763328468
61,7379,7379,0.4008034682460391,-62.84589004617675,-62.44508657793071,0.4008034682460391
62,17845,17845,0.394996830853529,-69.37738054111384,-68.98238371026031,0.394996830853529
63,19077,19077,0.39419452719823767,-71.12641910659954,-71.52061363379778,-0.39419452719823767
64,3849,3849,0.39365424348670786,-35.41062182311089,-35.804276066597595,-0.39365424348670786
65,6400,6400,0.3904414975994541,-70.11018358288572,-70.50062508048518,-0.3904414975994541
66,19760,19760,0.39024869047102584,-73.9690247449962,-73.57877605452518,0.39024869047102584
67,17319,17319,0.3886638582505384,-71.13996857458085,-71.52863243283139,-0.3886638582505384
68,19020,19020,0.3884134473440497,-64.04305268052167,-64.43146612786572,-0.3884134473440497
69,13864,13864,0.383954561795008,-65.70703130027158,-66.09098586206659,-0.383954561795008
70,8593,8593,0.38079760991195144,-69.98120126399294,-70.3619988739049,-0.38079760991195144
71,7446,7446,0.37830594855995514,-70.58159630563966,-70.20329035707971,0.37830594855995514
72,18938,18938,0.3768516724884776,-63.773361206020134,-64.15021287850861,-0.3768516724884776
73,19080,19080,0.3748517082130789,-63.360729219906375,-63.735580928119454,-0.3748517082130789
74,8587,8587,0.36811506775535463,-57.84492866807244,-58.213043735827796,-0.36811506775535463
75,14429,14429,0.3668646464334415,-70.81568887841422,-71.18255352484766,-0.3668646464334415
76,7119,7119,0.3663022040272068,-64.71231840195848,-64.34601619793128,0.3663022040272068
77,19117,19117,0.3660164363190006,-55.04702779897548,-55.41304423529448,-0.3660164363190006
78,4236,4236,0.36362435667069803,-41.32977665324984,-41.693401009920535,-0.36362435667069803
79,17929,17929,0.3605973553796957,-70.85890168779156,-71.21949904317125,-0.3605973553796957
80,8594,8594,0.36036181993159744,-67.75109090362162,-68.11145272355321,-0.36036181993159744
81,5038,5038,0.35956163503595917,-59.13101966187139,-58.77145802683543,0.35956163503595917
82,8232,8232,0.3583081238562187,-64.95724489909234,-65.31555302294856,-0.3583081238562187
83,19096,19096,0.35691729056645727,-64.14457702197231,-64.50149431253877,-0.35691729056645727
84,3728,3728,0.3563781986572394,-45.31428215663641,-44.95790395797917,0.3563781986572394
85,3896,3896,0.3506942727613023,-37.37324018979007,-37.72393446255137,-0.3506942727613023
86,16504,16504,0.3500771840123491,-62.32209778868817,-62.67217497270052,-0.3500771840123491
87,17321,17321,0.348930970904469,-63.794315337583235,-64.1432463084877,-0.348930970904469
88,3893,3893,0.34774354681781006,-43.38385339911292,-43.73159694593073,-0.34774354681781006
89,3829,3829,0.3473070823292801,-40.26107852176665,-40.60838560409593,-0.3473070823292801
90,14390,14390,0.34609585806094856,-71.08339698559098,-71.42949284365193,-0.34609585806094856
91,17843,17843,0.3455329742464528,-76.64025945262779,-76.29472647838134,0.3455329742464528
92,17807,17807,0.3452787230880858,-57.12148701270098,-57.46676573578907,-0.3452787230880858
93,6349,6349,0.3448156858222404,-62.32005689345236,-61.97524120763012,0.3448156858222404
94,4233,4233,0.3435173275631769,-47.03189139455526,-47.375408722118436,-0.3435173275631769
95,1946,1946,0.3414352930774385,-49.09544040857395,-48.75400511549651,0.3414352930774385
96,19566,19566,0.3410062442476942,-70.00814058672836,-69.66713434248067,0.3410062442476942
97,19213,19213,0.3401488528414234,-61.4628181261582,-61.80296697899962,-0.3401488528414234
98,4280,4280,0.33919223285806765,-49.8321034773071,-50.17129571016517,-0.33919223285806765
99,1378,1378,0.3382359660013208,-42.27376600406046,-41.93553003805914,0.3382359660013208
100,7383,7383,0.3376621352619509,-63.079471600607484,-63.417133735869434,-0.3376621352619509
101,3897,3897,0.3375918630667911,-32.071566785393316,-32.40915864846011,-0.3375918630667911
102,7359,7359,0.3358996803572154,-70.4966128559555,-70.16071317559829,0.3358996803572154
103,4237,4237,0.3347922753118837,-38.823090470300485,-39.15788274561237,-0.3347922753118837
104,4562,4562,0.332845841443941,-75.85074604310876,-75.51790020166482,0.332845841443941
105,5476,5476,0.33284019141819954,-54.28424042372012,-53.95140023230192,0.33284019141819954
106,5001,5001,0.33246764284587016,-59.315132106936744,-58.982664464090874,0.33246764284587016
107,6732,6732,0.331853908799701,-60.07054902361233,-59.73869511481263,0.331853908799701
108,5008,5008,0.33176386151444603,-53.60969515049533,-53.27793128898088,0.33176386151444603
109,1379,1379,0.3298244901786802,-46.93708820013239,-46.60726370995371,0.3298244901786802
110,19379,19379,0.32749809207962244,-54.050220595026985,-54.37771868710661,-0.32749809207962244
111,17495,17495,0.3262826302919848,-69.44391630362543,-69.77019893391741,-0.3262826302919848
112,17691,17691,0.32546159989122003,-63.88079070580773,-64.20625230569895,-0.32546159989122003
113,17735,17735,0.32515434663590526,-63.01647950775646,-63.34163385439236,-0.32515434663590526
114,3927,3927,0.3250784685558301,-42.3078342467752,-41.98275577821937,0.3250784685558301
115,14269,14269,0.3232796416103838,-71.16557307873484,-70.84229343712445,0.3232796416103838
116,15447,15447,0.32262494487758886,-56.396930536625405,-56.074305591747816,0.32262494487758886
117,19090,19090,0.3215260148708694,-69.52416220672535,-69.84568822159622,-0.3215260148708694
118,3561,3561,0.32119231022551276,-61.04577630736782,-61.36696861759333,-0.32119231022551276
119,16511,16511,0.318283253221864,-65.61682122364994,-65.9351044768718,-0.318283253221864
120,19904,19904,0.317801941654011,-71.03507231542403,-71.35287425707804,-0.317801941654011
121,19078,19078,0.31772771885491125,-63.462661753646415,-63.78038947250133,-0.31772771885491125
122,12472,12472,0.3176977693044023,-60.59559249695769,-60.27789472765329,0.3176977693044023
123,12123,12123,0.3170533132432638,-71.70384184983459,-72.02089516307785,-0.3170533132432638
124,19847,19847,0.31413578120100283,-72.26943202666052,-71.95529624545952,0.31413578120100283
125,13850,13850,0.31365552901297633,-60.60729228776188,-60.2936367587489,0.31365552901297633
126,7440,7440,0.3134104591464393,-70.52063747166153,-70.20722701251509,0.3134104591464393
127,14388,14388,0.3133137024556163,-76.19894441699876,-76.51225811945437,-0.3133137024556163
128,6792,6792,0.31316380021016244,-62.859847993362834,-63.173011793573,-0.31316380021016244
129,19429,19429,0.3117441429609613,-65.44248191061092,-65.13073776764996,0.3117441429609613
130,17251,17251,0.31058191500960675,-77.71377564356203,-77.40319372855242,0.31058191500960675
131,19565,19565,0.3078105773834068,-77.66345933932121,-77.3556487619378,0.3078105773834068
132,3751,3751,0.30762412653393767,-44.54006619181246,-44.23244206527852,0.30762412653393767
133,16989,16989,0.30575855865942003,-60.74672326988372,-61.05248182854314,-0.30575855865942003
134,19923,19923,0.3055152544259272,-67.47239667451714,-67.16688142009122,0.3055152544259272
135,17857,17857,0.30329903182882845,-76.50861385285111,-76.20531482102228,0.30329903182882845
136,825,825,0.3016322742350894,-29.528693600076167,-29.830325874311256,-0.3016322742350894
137,17304,17304,0.30076464215716214,-69.07397451192253,-69.37473915407969,-0.30076464215716214
138,17242,17242,0.3002158834070201,-69.41854874742597,-69.718764630833,-0.3002158834070201
139,15699,15699,0.2997109123563746,-65.09871677644999,-64.79900586409362,0.2997109123563746
140,8076,8076,0.29962510259042574,-78.4799657468202,-78.18034064422977,0.29962510259042574
141,10339,10339,0.29918934435511346,-70.50757602465364,-70.20838668029853,0.29918934435511346
142,19911,19911,0.29857031340981166,-68.65788260370994,-68.95645291711975,-0.29857031340981166
143,13526,13526,0.29853826717005916,-65.11167149094035,-64.8131332237703,0.29853826717005916
144,4218,4218,0.29816880845555715,-38.63195857450455,-38.93012738296011,-0.29816880845555715
145,14262,14262,0.29791420417058134,-65.88542945055264,-65.58751524638205,0.29791420417058134
146,18992,18992,0.29732977963294616,-70.24446845093689,-69.94713867130395,0.29732977963294616
147,18867,18867,0.2957710787815131,-58.14792648290393,-58.44369756168544,-0.2957710787815131
148,17885,17885,0.2956659794745562,-63.59569931230391,-63.30003333282935,0.2956659794745562
149,886,886,0.295244920134337,-47.59212110945896,-47.29687618932462,0.295244920134337
150,3833,3833,0.29425757813601194,-40.93474945350795,-41.22900703164396,-0.29425757813601194
151,17846,17846,0.2939281110099614,-61.48496622706483,-61.19103811605487,0.2939281110099614
152,1993,1993,0.29354496863936674,-53.77258327386278,-54.066128242502145,-0.29354496863936674
153,5378,5378,0.2933592240431153,-75.6089786166176,-75.31561939257449,0.2933592240431153
154,781,781,0.2933154363436188,-35.34572280243128,-35.052407366087664,0.2933154363436188
155,3750,3750,0.29246793248239555,-46.31576899440529,-46.02330106192289,0.29246793248239555
156,4312,4312,0.29216000607948445,-54.88324344027478,-54.5910834341953,0.29216000607948445
157,16497,16497,0.2911204013430506,-77.39809458032073,-77.68921498166378,-0.2911204013430506
158,188,188,0.29015424694125613,-36.15893665742942,-35.868782410488166,0.29015424694125613
159,17446,17446,0.28944516871069936,-72.15827200771605,-71.86882683900535,0.28944516871069936
160,17456,17456,0.2890193863020869,-62.46786880594517,-62.178849419643086,0.2890193863020869
161,213,213,0.2878617489966473,-53.295730282573004,-53.58359203156965,-0.2878617489966473
162,17582,17582,0.2878148714393234,-64.83286284881461,-64.54504797737529,0.2878148714393234
163,912,912,0.28726849629379103,-40.202597930329375,-40.489866426623166,-0.28726849629379103
164,17577,17577,0.28626137920537076,-77.4520028884267,-77.16574150922133,0.28626137920537076
165,19585,19585,0.2849258543707265,-72.06224840773302,-72.34717426210375,-0.2849258543707265
166,8585,8585,0.2845836305459315,-63.595073704375515,-63.87965733492145,-0.2845836305459315
167,4,4,0.28346179145046335,-12.52009058396834,-12.803552375418803,-0.28346179145046335
168,18762,18762,0.282967767324692,-64.52012633180115,-64.23715856447646,0.282967767324692
169,948,948,0.2826164063488932,-57.24255011426385,-57.52516652061274,-0.2826164063488932
170,17933,17933,0.28260462074832304,-63.32001875396095,-63.602623374709275,-0.28260462074832304
171,19848,19848,0.2823940248669743,-64.62809752918612,-64.34570350431915,0.2823940248669743
172,6790,6790,0.28227140165205356,-65.25529479216237,-65.53756619381443,-0.28227140165205356
173,830,830,0.2819136843972956,-40.96976831305369,-41.25168199745099,-0.2819136843972956
174,16393,16393,0.28176466496836383,-68.55859364197494,-68.27682897700657,0.28176466496836383
175,4228,4228,0.28160293298151373,-46.748592041344864,-47.03019497432638,-0.28160293298151373
176,4225,4225,0.28113256833853484,-39.91067522533103,-40.19180779366957,-0.28113256833853484
177,17581,17581,0.28093411118436507,-70.00289171281452,-69.72195760163015,0.28093411118436507
178,12127,12127,0.28018927888466294,-64.15219877427509,-64.43238805315976,-0.28018927888466294
179,4311,4311,0.2793679946741463,-59.329635723015144,-59.050267728341,0.2793679946741463
180,702,702,0.2781422922148522,-55.11595528800876,-55.394097580223615,-0.2781422922148522
181,3662,3662,0.27723122556403723,-46.22003919576082,-45.94280797019678,0.27723122556403723
182,19046,19046,0.2766185508976946,-57.996715550237695,-58.27333410113539,-0.2766185508976946
183,17049,17049,0.27468871398036754,-54.72373191354109,-54.998420627521455,-0.27468871398036754
184,4221,4221,0.2740092983849536,-33.14094998249766,-33.41495928088261,-0.2740092983849536
185,5007,5007,0.2739570356468448,-54.638175692497384,-54.36421865685054,0.2739570356468448
186,19920,19920,0.2728651681723022,-72.5622785108676,-72.2894133426953,0.2728651681723022
187,18654,18654,0.27167080569954294,-62.37897112436529,-62.10730031866575,0.27167080569954294
188,16502,16502,0.27131803221730877,-62.49431993114386,-62.76563796336117,-0.27131803221730877
189,3564,3564,0.271057159935026,-51.13574662919859,-51.40680378913362,-0.271057159935026
190,926,926,0.27044271963563915,-44.74564802844225,-44.47520530880661,0.27044271963563915
191,5037,5037,0.2703011158654931,-58.75871262814246,-58.48841151227697,0.2703011158654931
192,5418,5418,0.26958250321649757,-51.313602377008465,-51.04401987379197,0.26958250321649757
193,3775,3775,0.26940170239276995,-43.43452141745615,-43.70392311984892,-0.26940170239276995
194,18980,18980,0.268940519041621,-69.76667049284185,-70.03561101188347,-0.268940519041621
195,14933,14933,0.2682872348152614,-67.75046551639736,-67.4821782815821,0.2682872348152614
196,6284,6284,0.266358104151152,-67.34123238630832,-67.07487428215717,0.266358104151152
197,7682,7682,0.2661152137379048,-63.811702726248335,-63.54558751251043,0.2661152137379048
198,4611,4611,0.26599049935134644,-51.2594228676669,-51.525413367018245,-0.26599049935134644
199,786,786,0.26566138535190476,-30.440299828349453,-30.705961213701357,-0.26566138535190476
200,14392,14392,0.2655953506760511,-68.93617250284728,-69.20176785352334,-0.2655953506760511
201,5661,5661,0.2655893475237008,-50.392276691953384,-50.12668734442968,0.2655893475237008
202,13588,13588,0.26540925295319084,-57.159149378040524,-56.893740125087334,0.26540925295319084
203,8839,8839,0.2650508294452152,-66.18657688195378,-65.92152605250857,0.2650508294452152
204,5648,5648,0.26397909018737664,-50.257991117649,-49.99401202746162,0.26397909018737664
205,4191,4191,0.2627579783739975,-55.51470938598038,-55.251951407606384,0.2627579783739975
206,7420,7420,0.26273467201781386,-54.87755598311276,-55.14029065513057,-0.26273467201781386
207,17499,17499,0.26265504196751976,-66.36938470076277,-66.63203974273029,-0.26265504196751976
208,16498,16498,0.2621456568342637,-69.84478774874367,-70.10693340557793,-0.2621456568342637
209,4392,4392,0.26143587235048926,-59.489856681106005,-59.228420808755516,0.26143587235048926
210,3816,3816,0.26140691596856414,-39.51720178266805,-39.25579486669949,0.26140691596856414
211,4014,4014,0.2613255202852258,-61.52750015053667,-61.78882567082189,-0.2613255202852258
212,16500,16500,0.2606941299086145,-64.82603452786107,-65.08672865776968,-0.2606941299086145
213,19068,19068,0.2593277064956965,-77.9088823324671,-77.6495546259714,0.2593277064956965
214,4995,4995,0.2586366377221907,-59.38228972540651,-59.12365308768432,0.2586366377221907
215,4044,4044,0.25843442859779486,-64.31100462162183,-64.05257019302404,0.25843442859779486
216,18307,18307,0.257985825382093,-60.022353950910826,-60.28033977629292,-0.257985825382093
217,17257,17257,0.25790390000884145,-76.65658520200782,-76.39868130199898,0.25790390000884145
218,4283,4283,0.25786293732221566,-53.53377504835373,-53.79163798567595,-0.25786293732221566
219,19568,19568,0.25691293846277574,-65.00252535304611,-64.74561241458333,0.25691293846277574
220,18990,18990,0.25689395790755043,-77.66672505419979,-77.40983109629224,0.25689395790755043
221,19761,19761,0.2567663026384537,-66.35278315950123,-66.09601685686278,0.2567663026384537
222,3234,3234,0.25610754494965704,-57.96846754028991,-58.224575085239564,-0.25610754494965704
223,5219,5219,0.2560916542522591,-75.08061222188303,-74.82452056763077,0.2560916542522591
224,3654,3654,0.25602385394336125,-51.03310826157872,-50.77708440763536,0.25602385394336125
225,3560,3560,0.2558042091926609,-58.79574960625774,-59.051553815450404,-0.2558042091926609
226,3827,3827,0.25561987710284484,-43.352043754188344,-43.60766363129119,-0.25561987710284484
227,3691,3691,0.25560998955779723,-52.03584658004934,-51.78023659049154,0.25560998955779723
228,18775,18775,0.2549584709644819,-59.15559374258078,-59.41055221354526,-0.2549584709644819
229,706,706,0.25423985831548634,-54.18823589257397,-54.44247575088946,-0.25423985831548634
230,4363,4363,0.25374089041719117,-59.299266834654645,-59.045525944237454,0.25374089041719117
231,12128,12128,0.25353801918041086,-64.20594023005839,-64.4594782492388,-0.25353801918041086
232,19532,19532,0.2532715851540388,-70.700042739031,-70.95331432418504,-0.2532715851540388
233,3789,3789,0.25309290308996424,-49.61737848652115,-49.36428558343118,0.25309290308996424
234,7572,7572,0.25288464667239907,-65.13991543993214,-64.88703079325974,0.25288464667239907
235,248,248,0.2523075495118974,-39.15681206573436,-38.90450451622246,0.2523075495118974
236,14393,14393,0.2521853677052377,-68.82344071736685,-69.07562608507209,-0.2521853677052377
237,3573,3573,0.25210944548433645,-59.97416311572863,-60.226272561212966,-0.25210944548433645
238,17934,17934,0.25186331623797287,-52.94914216601933,-53.2010054822573,-0.25186331623797287
239,5055,5055,0.2517566720021023,-52.82628235627067,-52.574525684268565,0.2517566720021023
240,11835,11835,0.25141228527682813,-63.21356962054175,-62.96215733526492,0.25141228527682813
241,19067,19067,0.25117683811038205,-70.6530535936987,-70.40187675558832,0.25117683811038205
242,9110,9110,0.2511697755782052,-56.11104559038506,-55.859875814806855,0.2511697755782052
243,2,2,0.2511379941834093,-8.73384448385059,-8.48270648966718,0.2511379941834093
244,18897,18897,0.251113981574008,-65.83306889637322,-66.08418287794723,-0.251113981574008
245,8455,8455,0.2505518040127299,-83.36764481506088,-83.11709301104815,0.2505518040127299
246,17314,17314,0.2503946626717948,-69.05345926845519,-69.30385393112698,-0.2503946626717948
247,3531,3531,0.24961389973964287,-52.032417014424254,-52.2820309141639,-0.24961389973964287
248,16977,16977,0.24908332700985625,-62.62210462114275,-62.87118794815261,-0.24908332700985625
249,17924,17924,0.24892177158631057,-77.48465721219964,-77.23573544061333,0.24892177158631057
250,7867,7867,0.24891117778804528,-68.47208397908736,-68.7209951568754,-0.24891117778804528
251,9035,9035,0.24837160032973316,-53.36561191970338,-53.11724031937365,0.24837160032973316
252,17931,17931,0.24817384942878107,-58.05285279349869,-58.30102664292747,-0.24817384942878107
253,2562,2562,0.2475813029791425,-40.819587803832064,-41.06716910681121,-0.2475813029791425
254,1448,1448,0.24742522101803388,-52.80892194592673,-52.56149672490869,0.24742522101803388
255,17312,17312,0.24727337657623139,-71.32939133758998,-71.57666471416621,-0.24727337657623139
256,16499,16499,0.24709469451215682,-72.30951684053673,-72.55661153504889,-0.24709469451215682
257,3874,3874,0.2460148333423149,-44.67585043544477,-44.92186526878709,-0.2460148333423149
258,12129,12129,0.2459984129550037,-61.876102501267184,-62.12210091422219,-0.2459984129550037
259,19571,19571,0.24590624691009566,-62.607109099698235,-62.36120285278814,0.24590624691009566
260,8613,8613,0.24554164368646525,-46.203034030785375,-46.44857567447184,-0.24554164368646525
261,3928,3928,0.24531281764393498,-36.6183430754827,-36.863655893126634,-0.24531281764393498
262,3890,3890,0.24513342932664273,-43.82565716196859,-44.070790591295236,-0.24513342932664273
263,19562,19562,0.24411095123073778,-64.6405639578581,-64.39645300662737,0.24411095123073778
264,916,916,0.24402602428131104,-46.61003504757991,-46.3660090232986,0.24402602428131104
265,5419,5419,0.2440076616976512,-52.324367263298086,-52.080359601600435,0.2440076616976512
266,17002,17002,0.2436333474922776,-70.02226282606921,-70.26589617356149,-0.2436333474922776
267,3247,3247,0.2435404751941519,-58.55117411697307,-58.794714592167225,-0.2435404751941519
268,3658,3658,0.2432844584027407,-46.068771056583955,-45.825486598181215,0.2432844584027407
269,5051,5051,0.24294333809859836,-57.72427342774279,-57.48133008964419,0.24294333809859836
270,14373,14373,0.24231371335503127,-69.81047796742848,-69.56816425407345,0.24231371335503127
271,1367,1367,0.24228157883362655,-47.77021839586928,-47.52793681703565,0.24228157883362655
272,4341,4341,0.24164347905144723,-68.49970236429158,-68.25805888524013,0.24164347905144723
273,1381,1381,0.24155555052584532,-42.118686922520965,-41.87713137199512,0.24155555052584532
274,4530,4530,0.24135214959915174,-52.90331621973655,-53.144668369335704,-0.24135214959915174
275,18545,18545,0.23973544770221622,-62.368793485808524,-62.60852893351074,-0.23973544770221622
276,12524,12524,0.23955261640048775,-79.00821631602707,-78.76866369962659,0.23955261640048775
277,4298,4298,0.23948271940234633,-64.02721404722813,-63.78773132782578,0.23948271940234633
278,8976,8976,0.2394749285465423,-48.33368275050998,-48.09420782196344,0.2394749285465423
279,19084,19084,0.2393626342849302,-67.66271214159343,-67.90207477587836,-0.2393626342849302
280,16899,16899,0.23930818657592567,-63.62329101437875,-63.862599200954676,-0.23930818657592567
281,17926,17926,0.23907801423820274,-64.74739076018547,-64.98646877442367,-0.23907801423820274
282,4288,4288,0.23904128907088307,-49.01130305024458,-49.25034433931546,-0.23904128907088307
283,12519,12519,0.2389685449894614,-74.03757509481125,-73.79860654982178,0.2389685449894614
284,7227,7227,0.23896289496371992,-58.56094371773332,-58.3219808227696,0.23896289496371992
285,6754,6754,0.2388018692300875,-59.45194995215314,-59.69075182138323,-0.2388018692300875
286,5002,5002,0.23842790815132275,-58.21731550841497,-57.97888760026365,0.23842790815132275
287,365,365,0.23830254820518348,-45.56800080007724,-45.32969825187206,0.23830254820518348
288,646,646,0.23804547203394577,-47.65258344742506,-47.890628919459004,-0.23804547203394577
289,13912,13912,0.23780040216740872,-57.68081696100535,-57.91861736317276,-0.23780040216740872
290,4299,4299,0.23767433596805176,-59.43252198551443,-59.194847649546375,0.23767433596805176
291,16412,16412,0.23741831917664058,-78.35046433181242,-78.11304601263578,0.23741831917664058
292,917,917,0.23735051886774272,-47.03861210017476,-46.80126158130702,0.23735051886774272
293,19064,19064,0.23731732496651148,-69.80271906957898,-70.0400363945455,-0.23731732496651148
294,5043,5043,0.23730390615537544,-54.9095838602816,-54.672279954126225,0.23730390615537544
295,2411,2411,0.23684272280422647,-55.939808141478125,-56.17665086428235,-0.23684272280422647
296,5781,5781,0.23644845694545324,-62.25300971532951,-62.01656125838406,0.23644845694545324
297,788,788,0.2363405767664517,-32.93005994668374,-33.16640052345019,-0.2363405767664517
298,4390,4390,0.2351625463993514,-56.17581183545974,-55.94064928906039,0.2351625463993514
299,10717,10717,0.23483952383391227,-65.1626357825084,-64.92779625867449,0.23483952383391227
300,5004,5004,0.23476986961031798,-54.613441292307584,-54.378671422697266,0.23476986961031798
